74,Nicolas Beaudin\beaudni01,D,21,5-11,168,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480814.jpg
22,Ryan Carpenter\carpery01,C,30,6-0,200,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477846.jpg
20,Brett Connolly\connobr01,RW,28,6-3,198,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475792.jpg
77,Kirby Dach\dachki01,C,20,6-4,197,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481523.jpg
44,Calvin de Haan\dehaaca01,D,29,6-1,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475177.jpg
12,Alex DeBrincat\debrial01,RW,23,5-7,165,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479337.jpg
60,Collin Delia\deliaco01,G,26,6-2,208,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480420.jpg
58,Mackenzie Entwistle\entwima01,RW,21,6-3,184,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480025.jpg
11,Adam Gaudette\gaudead01,C,24,6-1,170,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478874.jpg
38,Brandon Hagel\hagelbr01,LW,22,5-11,174,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479542.jpg
