59,Calen Addison\addisca01,D,20,5-11,180,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480884.jpg
27,Nick Bjugstad\bjugsni01,C,28,6-6,205,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475760.jpg
25,Jonas Brodin\brodijo01,D,27,6-1,198,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476463.jpg
56,Joseph Cramarossa\cramajo01,C,28,6-0,188,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476390.jpg
24,Mathew Dumba\dumbama01,D,26,6-0,182,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476856.jpg
14,Joel Eriksson Ek\eriksjo02,C,24,6-3,208,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478493.jpg
22,Kevin Fiala\fialake01,LW,24,5-10,193,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477942.jpg
17,Marcus Foligno\foligma01,LW,29,6-3,228,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475220.jpg
18,Jordan Greenway\greenjo02,LW,23,6-6,227,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478413.jpg
38,Ryan Hartman\hartmry01,RW,26,6-0,181,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477451.jpg
