5,Matt Benning\bennima01,D,26,6-1,203,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476988.jpg
90,Mark Borowiecki\borowma01,D,31,6-1,207,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474697.jpg
45,Alexandre Carrier\carrial01,D,24,5-11,174,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478851.jpg
21,Nick Cousins\cousini01,C,27,5-11,185,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476393.jpg
38,Jeremy Davies\davieje01,D,24,5-11,180,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479602.jpg
95,Matt Duchene\duchema01,C,30,5-11,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475168.jpg
14,Mattias Ekholm\ekholma01,D,30,6-4,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475218.jpg
57,Dante Fabbro\fabbrda01,D,22,6-1,193,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479371.jpg
22,David Farrance\farrada01,D,21,5-11,187,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/skater.jpg
9,Filip Forsberg\forsbfi01,C,26,6-1,205,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476887.jpg
