95,Andre Burakovsky\burakan01,LW,25,6-3,201,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477444.jpg
4,Bowen Byram\byrambo01,D,19,6-1,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481524.jpg
37,J.T. Compher\comphj.01,LW,25,6-0,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477456.jpg
9,Dennis Gilbert\gilbede01,D,24,6-2,216,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478502.jpg
49,Samuel Girard\girarsa01,D,22,5-10,170,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479398.jpg
35,Jonas Johansson\johanjo03,G,25,6-5,220,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477992.jpg
6,Erik Johnson\johnser01,D,32,6-4,225,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473446.jpg
17,Tyson Jost\jostty01,C,22,5-11,187,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479370.jpg
91,Nazem Kadri\kadrina01,C,30,6-0,192,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475172.jpg
92,Gabriel Landeskog\landega01,LW,28,6-1,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476455.jpg
