57,Anthony Angello\angelan01,C,24,6-5,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478074.jpg
12,Zach Aston-Reese\astonza01,C,26,6-0,204,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479944.jpg
53,Teddy Blueger\bluegte01,C,26,6-0,185,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476927.jpg
77,Jeff Carter\carteje01,C,36,6-3,219,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470604.jpg
87,Sidney Crosby\crosbsi01,C,33,5-11,200,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471675.jpg
1,Casey DeSmith\desmica01,G,29,6-0,181,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479193.jpg
8,Brian Dumoulin\dumoubr01,D,29,6-4,207,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475208.jpg
52,Mark Friedman\friedma01,D,25,5-11,185,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478017.jpg
59,Jake Guentzel\guentja01,C,26,5-11,180,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477404.jpg
35,Tristan Jarry\jarrytr01,G,25,6-2,194,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477465.jpg
