39,Sam Carrick\carrisa01,C,28,6-0,188,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475842.jpg
53,Max Comtois\comtoma01,LW,22,6-2,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480031.jpg
20,Nicolas Deslauriers\deslani01,LW,29,6-1,221,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475235.jpg
34,Jamie Drysdale\drysdja01,D,18,5-11,180,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8482142.jpg
4,Cam Fowler\fowleca01,D,29,6-2,206,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475764.jpg
15,Ryan Getzlaf\getzlry01,C,35,6-4,225,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470612.jpg
36,John Gibson\gibsojo02,G,27,6-2,206,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476434.jpg
38,Derek Grant\grantde01,C,30,6-3,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474683.jpg
14,Adam Henrique\henriad01,C,30,6-0,197,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474641.jpg
32,Jacob Larsson\larssja01,D,23,6-2,197,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478491.jpg
