19,Nicklas Backstrom\backsni02,C,33,6-1,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473563.jpg
74,John Carlson\carlsjo01,D,31,6-3,217,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474590.jpg
26,Nic Dowd\dowdni01,C,30,6-1,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475343.jpg
20,Lars Eller\ellerla01,C,31,6-2,205,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474189.jpg
62,Carl Hagelin\hagelca01,LW,32,6-0,185,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474176.jpg
21,Garnet Hathaway\hathaga01,RW,29,6-3,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477903.jpg
3,Nick Jensen\jenseni02,D,30,6-1,196,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475324.jpg
92,Evgeny Kuznetsov\kuzneev01,C,28,6-2,197,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475744.jpg
39,Anthony Mantha\manthan01,RW,26,6-5,234,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477511.jpg
9,Dmitry Orlov\orlovdm01,D,29,5-11,208,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475200.jpg
