28,Jaret Anderson-Dolan\anderja01,C,21,5-11,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479994.jpg
24,Lias Andersson\anderli01,C,22,5-11,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480072.jpg
22,Andreas Athanasiou\athanan01,C,26,6-2,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476960.jpg
33,Tobias Bjornfot\bjornto01,D,19,6-0,187,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481600.jpg
23,Dustin Brown\browndu01,RW,36,6-0,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470606.jpg
8,Drew Doughty\doughdr01,D,31,6-1,205,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474563.jpg
91,Carl Grundstrom\grundca01,RW,23,6-0,205,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479336.jpg
19,Alex Iafallo\iafalal01,C,27,6-0,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480113.jpg
9,Adrian Kempe\kempead01,LW,24,6-2,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477960.jpg
11,Anze Kopitar\kopitan01,C,33,6-3,225,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471685.jpg
