19,Drake Batherson\bathedr01,C,22,6-1,187,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480208.jpg
26,Erik Brannstrom\branner01,D,21,5-10,179,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480073.jpg
28,Connor Brown\brownco02,RW,27,6-0,183,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477015.jpg
3,Josh Brown\brownjo01,D,27,6-5,225,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477384.jpg
72,Thomas Chabot\chaboth01,D,24,6-2,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478469.jpg
59,Alex Formenton\formeal01,LW,21,6-2,174,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480029.jpg
31,Anton Forsberg\forsban01,G,28,6-3,192,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476341.jpg
98,Victor Mete\metevi01,D,22,5-9,183,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479376.jpg
30,Matt Murray\murrama02,G,26,6-4,178,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476899.jpg
9,Joshua Norris\norrijo01,C,21,6-1,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480064.jpg
