96,Anders Bjork\bjorkan01,LW,24,6-0,197,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478075.jpg
78,Jacob Bryson\brysoja01,D,23,6-0,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480196.jpg
91,Drake Caggiula\caggidr01,LW,26,5-10,176,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479465.jpg
24,Dylan Cozens\cozendy01,C,19,6-3,188,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481528.jpg
26,Rasmus Dahlin\dahlira01,D,20,6-3,186,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480839.jpg
88,Brandon Davidson\davidbr01,D,29,6-2,208,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475869.jpg
20,Cody Eakin\eakinco01,C,29,6-0,183,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475236.jpg
9,Jack Eichel\eicheja01,C,24,6-2,203,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478403.jpg
10,Henri Jokiharju\jokihhe01,D,21,6-0,193,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480035.jpg
1,Ukko-Pekka Luukkonen\luukkuk01,G,21,6-4,196,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480045.jpg
