25,Sebastian Aho\ahose02,D,24,5-10,184,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480222.jpg
12,Josh Bailey\bailejo01,C,31,6-1,200,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474573.jpg
13,Mathew Barzal\barzama01,C,23,6-0,187,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478445.jpg
18,Anthony Beauvillier\beauvan01,LW,23,5-11,182,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478463.jpg
20,Kieffer Bellows\belloki01,LW,22,6-1,199,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479356.jpg
15,Cal Clutterbuck\cluttca01,RW,33,5-11,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473504.jpg
11,Austin Czarnik\czarnau01,C,28,5-9,175,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478512.jpg
8,Noah Dobson\dobsono01,D,21,6-4,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480865.jpg
4,Andy Greene\greenan01,D,38,5-11,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8472382.jpg
34,Thomas Hickey\hicketh01,D,31,6-0,186,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474066.jpg
