52,Emil Bemstrom\bemstem01,C,21,6-0,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480205.jpg
28,Oliver Bjorkstrand\bjorkol01,RW,25,6-0,177,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477416.jpg
53,Gabriel Carlsson\carlsga01,D,24,6-5,192,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478506.jpg
16,Max Domi\domima01,LW,25,5-10,192,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477503.jpg
44,Vladislav Gavrikov\gavrivl01,D,25,6-3,213,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478882.jpg
24,Nathan Gerbe\gerbena01,C,33,5-4,176,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471804.jpg
4,Scott Harrington\harrisc01,D,27,6-2,204,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476449.jpg
38,Boone Jenner\jennebo01,C,27,6-2,208,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476432.jpg
70,Joonas Korpisalo\korpijo01,G,26,6-3,191,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476914.jpg
46,Dean Kukan\kukande01,D,27,6-2,192,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478567.jpg
