22,Anthony Bitetto\bitetan01,D,30,6-1,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475868.jpg
72,Filip Chytil\chytifi01,C,21,6-2,206,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480078.jpg
23,Adam Fox\foxad01,D,22,5-11,181,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479323.jpg
12,Julien Gauthier\gauthju01,RW,23,6-4,230,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479328.jpg
40,Alexandar Georgiev\georgal01,G,24,6-1,179,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480382.jpg
25,Libor Hajek\hajekli01,D,22,6-2,196,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479333.jpg
6,Zachary Jones\jonesza01,D,20,5-10,176,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/skater.jpg
24,Kaapo Kakko\kakkoka01,RW,19,6-1,181,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481554.jpg
71,Keith Kinkaid\kinkake01,G,31,6-3,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476234.jpg
74,Vitali Kravtsov\kravtvi01,RW,21,6-3,189,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480833.jpg
