38,Patrick Brown\brownpa02,C,28,5-11,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477887.jpg
28,William Carrier\carriwi01,LW,26,6-2,218,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477478.jpg
52,Dylan Coghlan\coghldy01,D,22,6-2,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479639.jpg
14,Nicolas Hague\hagueni01,D,22,6-6,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479980.jpg
26,Mattias Janmark\janmama02,C,28,6-1,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477406.jpg
71,William Karlsson\karlswi01,C,28,6-1,189,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476448.jpg
55,Keegan Kolesar\koleske01,RW,23,6-2,227,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478434.jpg
90,Robin Lehner\lehnero01,G,29,6-4,240,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475215.jpg
81,Jonathan Marchessault\audymjo01,C,30,5-9,180,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476539.jpg
23,Alec Martinez\martial01,D,33,6-1,209,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474166.jpg
