14,Jamie Benn\bennja01,LW,31,6-2,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473994.jpg
15,Blake Comeau\comeabl01,RW,34,6-1,200,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471260.jpg
12,Radek Faksa\faksara01,C,27,6-3,220,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476889.jpg
49,Rhett Gardner\gardnrh01,C/LW,24,6-2,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479587.jpg
34,Denis Gurianov\guriade01,RW,23,6-3,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478495.jpg
44,Joel Hanley\hanlejo01,D,29,5-11,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477810.jpg
4,Miro Heiskanen\heiskmi01,D,21,6-1,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480036.jpg
24,Roope Hintz\hintzro01,LW,24,6-3,215,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478449.jpg
64,Tanner Kero\kerota01,RW,28,6-0,185,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478528.jpg
35,Anton Khudobin\khudoan01,G,34,5-11,200,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471418.jpg
