59,Tyler Bertuzzi\bertuty01,LW,25,6-1,199,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477479.jpg
65,Danny DeKeyser\dekeyda01,D,30,6-3,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477215.jpg
73,Adam Erne\ernead01,LW,25,6-1,214,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477454.jpg
14,Robby Fabbri\fabbrro01,C,25,5-10,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477952.jpg
89,Sam Gagner\gagnesa01,C,31,5-11,200,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474040.jpg
29,Thomas Greiss\greisth01,G,35,6-2,232,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471306.jpg
17,Filip Hronek\hronefi01,D,23,6-0,183,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479425.jpg
71,Dylan Larkin\larkidy01,C,24,6-1,198,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477946.jpg
28,Gustav Lindstrom\lindsgu01,D,22,6-2,190,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480184.jpg
92,Vladislav Namestnikov\namesvl01,C,28,6-0,184,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476480.jpg
