37,Patrice Bergeron\bergepa01,C,35,6-1,195,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470638.jpg
81,Anton Blidh\blidhan01,LW,25,6-0,185,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477320.jpg
25,Brandon Carlo\carlobr01,D,24,6-5,212,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478443.jpg
75,Connor Clifton\cliftco01,D,25,5-11,175,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477365.jpg
13,Charlie Coyle\coylech01,C/RW,28,6-3,200,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475745.jpg
74,Jake DeBrusk\debruja01,LW,24,6-0,188,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478498.jpg
11,Trent Frederic\fredetr01,C,22,6-2,203,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479365.jpg
48,Matt Grzelcyk\grzelma01,D,27,5-9,174,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476891.jpg
71,Taylor Hall\hallta02,LW,29,6-1,206,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475791.jpg
53,Cameron Hughes\hugheca01,C,24,5-11,160,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478888.jpg
