29,Mackenzie Blackwood\blackma01,G,24,6-4,225,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478406.jpg
90,Jesper Boqvist\boqvije01,C,22,6-0,179,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480003.jpg
63,Jesper Bratt\brattje01,W,22,5-10,175,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479407.jpg
42,A.J. Greer\greeraj01,LW,24,6-3,210,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478421.jpg
13,Nico Hischier\hischni01,C,22,6-1,175,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480002.jpg
86,Jack Hughes\hugheja03,C,19,5-10,168,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481559.jpg
11,Andreas Johnsson\johnsan01,LW,26,5-10,181,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477341.jpg
20,Michael McLeod\mcleomi01,C,22,6-2,188,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479415.jpg
28,Damon Severson\severda01,D,26,6-2,205,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476923.jpg
71,Jonas Siegenthaler\siegejo01,D,23,6-3,211,https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478399.jpg
